hhsize,nchildren,EarnedIncome,FoodStampAmount,state
4,0,8710,0,PA
2,0,3578,0,PA
4,0,8710,0,PA
2,0,3578,0,PA
4,0,9910,0,PA
1,0,1697,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
3,0,1840,0,PA
3,0,1840,0,PA
3,0,1840,0,PA
3,0,1840,0,PA
3,0,3000,0,PA
3,0,2400,0,PA
3,0,2400,0,PA
3,0,2400,0,PA
2,0,4503,0,PA
2,0,4503,0,PA
2,0,4503,0,PA
2,0,4503,0,PA
2,0,4503,0,PA
2,0,4503,0,PA
2,0,4503,0,PA
2,0,4503,0,PA
3,0,5283,0,PA
3,0,6582,0,PA
3,0,6582,0,PA
3,0,6582,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
3,0,10318,0,PA
3,0,8671,0,PA
3,0,8671,0,PA
3,0,8671,0,PA
2,0,798,0,PA
2,0,798,0,PA
2,0,898,0,PA
2,0,807,0,PA
2,0,2242,0,PA
1,0,747,0,PA
2,0,2242,0,PA
1,0,747,0,PA
2,0,2242,0,PA
1,0,0,0,PA
2,0,2242,0,PA
1,0,520,0,PA
3,0,12977,0,PA
3,0,13687,0,PA
3,0,13572,0,PA
3,0,13137,0,PA
1,0,0,39,PA
1,0,0,39,PA
1,0,0,39,PA
1,0,0,39,PA
3,1,5136,0,PA
3,1,5136,0,PA
3,1,5136,0,PA
3,1,5136,0,PA
2,0,1824,0,PA
2,0,1824,0,PA
2,0,1824,0,PA
2,0,1824,0,PA
6,2,3324,0,PA
6,2,3346,0,PA
6,2,3346,0,PA
6,2,3346,0,PA
1,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,0,274,PA
2,0,0,274,PA
2,0,0,274,PA
2,0,0,274,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
3,1,1667,0,PA
3,1,1667,0,PA
3,1,1667,0,PA
3,1,1667,0,PA
5,2,3132,0,PA
5,0,3132,0,PA
5,2,3132,0,PA
5,0,3132,0,PA
5,2,3132,0,PA
5,0,3132,0,PA
5,2,3132,0,PA
5,0,3132,0,PA
5,3,0,0,PA
5,3,0,0,PA
5,3,0,0,PA
5,3,0,0,PA
2,0,8167,0,PA
2,0,8167,0,PA
2,0,8104,0,PA
2,0,8104,0,PA
2,0,8104,0,PA
2,0,8104,0,PA
2,0,8100,0,PA
2,0,8100,0,PA
3,1,0,0,PA
3,1,1516,0,PA
3,1,1516,0,PA
3,1,1516,0,PA
4,0,0,0,PA
4,0,0,0,PA
4,0,0,0,PA
4,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
2,0,0,66,PA
2,0,0,66,PA
2,0,0,66,PA
2,0,0,66,PA
3,1,417,0,PA
3,0,417,0,PA
3,1,1024,0,PA
3,0,1024,0,PA
3,1,1122,0,PA
3,0,1122,0,PA
3,1,1167,0,PA
3,0,1167,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
9,5,4000,250,PA
9,5,4000,250,PA
9,5,4000,250,PA
9,5,4000,250,PA
2,0,3000,0,PA
2,0,2400,0,PA
2,0,2400,0,PA
2,0,2400,0,PA
1,0,2568,0,PA
1,0,2521,0,PA
1,0,2521,0,PA
1,0,2521,0,PA
4,1,0,73,PA
4,1,0,73,PA
4,1,0,73,PA
4,1,0,73,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
3,1,0,116,PA
4,0,820,45,PA
4,0,820,45,PA
4,0,820,45,PA
3,1,0,116,PA
4,0,866,45,PA
4,0,866,45,PA
4,0,866,45,PA
3,1,0,116,PA
4,0,866,45,PA
4,0,866,45,PA
4,0,866,45,PA
3,1,0,116,PA
4,0,866,45,PA
4,0,866,45,PA
4,0,866,45,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
5,1,2716,0,PA
5,1,2704,0,PA
5,1,3064,0,PA
5,1,3029,0,PA
8,3,0,200,PA
8,3,0,200,PA
8,3,0,200,PA
8,3,0,200,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
5,3,5517,0,PA
4,2,5558,0,PA
4,2,5558,0,PA
4,2,5558,0,PA
4,2,38616,0,PA
4,2,38616,0,PA
4,2,38616,0,PA
4,2,38616,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
3,0,8000,0,PA
3,0,8000,0,PA
3,0,8000,0,PA
3,0,8000,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,4188,0,PA
2,0,4188,0,PA
2,0,4188,0,PA
2,0,4188,0,PA
2,0,4188,0,PA
2,0,4188,0,PA
2,0,4188,0,PA
2,0,4188,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,2618,0,PA
1,0,4250,0,PA
4,2,3263,0,PA
1,0,4250,0,PA
4,2,3263,0,PA
1,0,4250,0,PA
4,2,3263,0,PA
1,0,4250,0,PA
4,2,3263,0,PA
5,3,6864,0,PA
5,3,6864,0,PA
5,3,6864,0,PA
5,3,6864,0,PA
2,0,15000,0,PA
2,0,15000,0,PA
2,0,15000,0,PA
2,0,15000,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,5436,0,PA
1,0,5436,0,PA
1,0,5436,0,PA
1,0,5436,0,PA
4,1,5319,0,PA
4,1,5319,0,PA
4,1,5319,0,PA
4,1,5319,0,PA
2,0,11917,0,PA
2,0,11917,0,PA
2,0,11917,0,PA
2,0,11917,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
5,3,1493,540,PA
5,0,1493,540,PA
5,3,1493,540,PA
5,0,1493,540,PA
5,3,1493,540,PA
5,0,1493,540,PA
5,3,1493,540,PA
5,0,1493,540,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,3672,0,PA
2,0,3672,0,PA
2,0,3672,0,PA
2,0,3672,0,PA
2,0,3672,0,PA
2,0,3672,0,PA
2,0,3672,0,PA
2,0,3672,0,PA
3,0,9167,0,PA
3,0,9167,0,PA
3,0,9167,0,PA
3,0,9167,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
1,0,2936,0,PA
1,0,2936,0,PA
1,0,2936,0,PA
2,0,2936,0,PA
2,0,2936,0,PA
5,3,2760,0,PA
5,3,2760,0,PA
5,3,2760,0,PA
5,3,2760,0,PA
5,3,3008,0,PA
5,3,3008,0,PA
5,2,3008,0,PA
5,2,4408,0,PA
2,0,8156,0,PA
2,0,8156,0,PA
2,0,8156,0,PA
2,0,8156,0,PA
2,0,6045,0,PA
2,0,6045,0,PA
2,0,6045,0,PA
2,0,6045,0,PA
3,1,6045,0,PA
3,0,6045,0,PA
3,1,6045,0,PA
3,0,6045,0,PA
2,0,2150,0,PA
2,0,2150,0,PA
2,0,2150,0,PA
1,0,0,0,PA
5,2,53772,0,PA
5,2,50660,0,PA
5,2,50672,0,PA
5,2,50664,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
2,0,0,10,PA
2,0,0,10,PA
2,0,0,10,PA
2,0,0,10,PA
2,0,4471,0,PA
2,0,4471,0,PA
2,0,4471,0,PA
2,0,4471,0,PA
2,0,5983,0,PA
2,0,5395,0,PA
2,0,5395,0,PA
2,0,5395,0,PA
4,2,5958,0,PA
4,2,3958,0,PA
4,2,3958,0,PA
4,2,8832,0,PA
1,0,0,0,PA
2,0,5838,0,PA
1,0,0,0,PA
2,0,5838,0,PA
1,0,0,0,PA
2,0,5838,0,PA
1,0,0,0,PA
2,0,5838,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
3,1,7183,0,PA
3,1,7183,0,PA
3,1,7283,0,PA
3,1,7183,0,PA
3,0,9793,0,PA
3,0,9836,0,PA
2,0,8753,0,PA
2,0,8753,0,PA
2,0,2541,0,PA
2,0,2541,0,PA
2,0,2541,0,PA
2,0,2541,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
4,2,4698,0,PA
4,2,4698,0,PA
4,2,4698,0,PA
4,2,4698,0,PA
4,1,5275,0,PA
4,1,5275,0,PA
4,1,5275,0,PA
4,1,6775,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
2,0,0,151,PA
2,0,0,151,PA
2,0,0,151,PA
2,0,0,151,PA
2,0,0,151,PA
2,0,0,151,PA
2,0,0,151,PA
2,0,0,151,PA
2,1,0,258,PA
2,1,0,258,PA
2,1,0,258,PA
2,1,0,258,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,2667,0,PA
1,0,2583,0,PA
1,0,2667,0,PA
1,0,2583,0,PA
1,0,2667,0,PA
1,0,2583,0,PA
1,0,2667,0,PA
1,0,2583,0,PA
3,0,3985,0,PA
3,0,3985,0,PA
3,0,3985,0,PA
3,0,3985,0,PA
3,1,2778,0,PA
3,1,3537,0,PA
3,1,3649,0,PA
3,1,3537,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
2,0,1040,0,PA
2,0,1040,0,PA
2,0,1040,0,PA
2,0,1040,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
6,4,4206,0,PA
6,0,4206,0,PA
6,4,5127,0,PA
6,0,5127,0,PA
6,4,5097,0,PA
6,0,5097,0,PA
6,4,5097,0,PA
6,0,5097,0,PA
4,2,0,0,PA
4,2,0,0,PA
4,2,0,0,PA
4,2,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
2,0,1200,0,PA
2,0,1200,0,PA
2,0,1200,0,PA
2,0,1200,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,1879,0,PA
1,0,1879,0,PA
1,0,1879,0,PA
1,0,1879,0,PA
3,1,8752,0,PA
2,0,1439,0,PA
3,1,8752,0,PA
2,0,1439,0,PA
3,1,8752,0,PA
2,0,1439,0,PA
3,1,8752,0,PA
2,0,1439,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,7917,0,PA
2,0,7917,0,PA
2,0,8084,0,PA
2,0,8084,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
3,0,4988,0,PA
3,0,4838,0,PA
3,0,4838,0,PA
3,0,4838,0,PA
2,1,820,0,PA
2,1,1080,0,PA
2,1,820,0,PA
2,1,820,0,PA
3,0,6388,0,PA
3,0,6388,0,PA
3,0,7542,0,PA
3,0,8205,0,PA
2,0,325,0,PA
2,0,325,0,PA
2,0,325,0,PA
2,0,325,0,PA
4,0,6044,0,PA
4,0,4832,0,PA
4,0,4832,0,PA
4,0,4832,0,PA
3,1,5215,0,PA
3,1,5215,0,PA
3,1,5215,0,PA
3,1,5215,0,PA
3,0,3464,0,PA
3,0,3464,0,PA
3,0,3464,0,PA
3,0,3464,0,PA
2,0,4833,0,PA
2,0,4833,0,PA
2,0,4833,0,PA
2,0,4833,0,PA
2,0,7133,0,PA
2,0,7133,0,PA
2,0,6833,0,PA
2,0,6833,0,PA
1,0,3417,0,PA
1,0,3417,0,PA
1,0,3417,0,PA
1,0,3417,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,7667,0,PA
1,0,7667,0,PA
1,0,7667,0,PA
1,0,25667,0,PA
1,0,6289,0,PA
1,0,6289,0,PA
1,0,6289,0,PA
1,0,6397,0,PA
3,1,5297,0,PA
3,1,5297,0,PA
3,1,3197,0,PA
3,1,5297,0,PA
2,0,1386,0,PA
2,0,1386,0,PA
2,0,1386,0,PA
2,0,1386,0,PA
2,0,1386,0,PA
2,0,1386,0,PA
2,0,1386,0,PA
2,0,1386,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,588,0,PA
1,0,471,0,PA
1,0,471,0,PA
1,0,471,0,PA
4,2,0,0,PA
4,2,0,0,PA
4,2,0,0,PA
4,2,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
3,0,8388,0,PA
3,1,8388,0,PA
3,0,7217,0,PA
3,1,7217,0,PA
3,0,7217,0,PA
3,1,7217,0,PA
3,0,7217,0,PA
3,1,7217,0,PA
4,3,2598,0,PA
2,0,0,54,PA
2,0,0,54,PA
4,3,2598,0,PA
2,0,0,54,PA
2,0,0,54,PA
4,3,2598,0,PA
2,0,0,54,PA
2,0,0,54,PA
4,3,2598,0,PA
2,0,0,54,PA
2,0,0,54,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
3,0,2407,0,PA
3,0,3284,0,PA
3,0,3254,0,PA
3,0,3254,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
5,3,0,0,PA
5,3,0,0,PA
5,3,0,0,PA
5,3,2400,0,PA
2,0,812,0,PA
2,0,812,0,PA
2,0,812,0,PA
2,0,812,0,PA
2,0,4167,0,PA
2,0,909,0,PA
2,0,909,0,PA
2,0,4167,0,PA
2,0,909,0,PA
2,0,909,0,PA
2,0,4167,0,PA
2,0,909,0,PA
2,0,909,0,PA
2,0,4167,0,PA
2,0,909,0,PA
2,0,909,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,695,0,PA
2,0,366,0,PA
2,0,366,0,PA
2,0,695,0,PA
3,1,7000,0,PA
3,1,7000,0,PA
3,1,7000,0,PA
3,1,7000,0,PA
3,0,14118,0,PA
3,0,11294,0,PA
3,0,11294,0,PA
3,0,11294,0,PA
6,4,1986,0,PA
6,4,1986,0,PA
6,4,1886,0,PA
6,4,686,0,PA
4,3,250,0,PA
4,3,250,0,PA
4,3,250,0,PA
4,3,250,0,PA
1,0,1602,0,PA
1,0,1602,0,PA
1,0,1602,0,PA
1,0,1602,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,6500,0,PA
2,0,6500,0,PA
2,0,6500,0,PA
2,0,6500,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
2,0,1992,0,PA
2,0,1992,0,PA
1,0,0,86,PA
1,0,0,86,PA
1,0,0,86,PA
1,0,0,0,PA
1,0,246,0,PA
1,0,246,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,2075,0,PA
1,0,2075,0,PA
1,0,2075,0,PA
1,0,0,65,PA
1,0,0,65,PA
1,0,0,65,PA
4,2,4890,0,PA
4,2,4890,0,PA
4,2,4890,0,PA
2,1,3456,0,PA
2,1,3456,0,PA
2,1,3456,0,PA
2,0,882,0,PA
2,0,706,0,PA
2,0,706,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
2,0,14472,0,PA
2,0,14472,0,PA
2,0,14472,0,PA
4,2,3383,0,PA
4,2,3383,0,PA
4,2,3383,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,5906,0,PA
2,0,7335,0,PA
2,0,3928,0,PA
4,2,0,145,PA
1,0,585,0,PA
4,2,0,145,PA
1,0,0,0,PA
4,2,0,145,PA
1,0,0,0,PA
4,2,15120,0,PA
4,2,11448,0,PA
4,2,11444,0,PA
2,0,4000,0,PA
2,0,4000,0,PA
2,0,4000,0,PA
7,5,4475,0,PA
7,5,4950,0,PA
7,5,4950,0,PA
3,0,10000,0,PA
3,0,10000,0,PA
3,0,10000,0,PA
2,0,3240,0,PA
2,0,3240,0,PA
2,0,3240,0,PA
3,1,5667,0,PA
3,0,5667,0,PA
3,1,5667,0,PA
3,0,5667,0,PA
3,1,5667,0,PA
3,0,5667,0,PA
6,3,3816,0,PA
6,3,3816,0,PA
6,3,3816,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
3,0,4438,0,PA
1,0,4104,0,PA
3,0,4438,0,PA
1,0,4104,0,PA
3,0,4438,0,PA
1,0,4100,0,PA
3,1,3664,0,PA
3,1,3664,0,PA
3,1,3664,0,PA
1,0,31,10,PA
1,0,31,10,PA
1,0,31,10,PA
3,1,3118,0,PA
3,1,3118,0,PA
3,1,3118,0,PA
3,1,3475,0,PA
3,1,3500,0,PA
3,1,3455,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
3,1,0,116,PA
3,1,0,116,PA
3,1,0,116,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,1188,0,PA
1,0,1188,0,PA
1,0,1188,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
5,3,2000,0,PA
5,3,2000,0,PA
5,3,2000,0,PA
2,0,1320,0,PA
2,0,1320,0,PA
2,0,1320,0,PA
4,0,3774,0,PA
4,0,3414,0,PA
4,0,3414,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,1320,0,PA
1,0,1320,0,PA
1,0,1320,0,PA
1,0,0,76,PA
1,0,0,76,PA
1,0,0,76,PA
4,0,3603,0,PA
4,0,3603,0,PA
4,0,3603,0,PA
3,0,4427,0,PA
3,0,4427,0,PA
3,0,4427,0,PA
3,0,4487,0,PA
3,0,4487,0,PA
3,0,4487,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
4,2,6500,0,PA
4,2,6500,0,PA
4,2,8000,0,PA
1,0,3943,0,PA
1,0,3943,0,PA
1,0,3943,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
2,0,37868,0,PA
2,0,37844,0,PA
2,0,37844,0,PA
1,0,3833,0,PA
1,0,3833,0,PA
1,0,3833,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,3715,0,PA
2,0,3715,0,PA
2,0,3715,0,PA
4,1,1622,0,PA
4,1,1622,0,PA
4,1,1622,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
4,1,7435,0,PA
4,1,7065,0,PA
4,1,7080,0,PA
2,0,1731,0,PA
2,0,1731,0,PA
2,0,1731,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
3,0,11213,0,PA
3,0,10037,0,PA
3,0,10037,0,PA
4,2,7998,0,PA
4,2,7998,0,PA
4,2,7998,0,PA
3,0,7083,0,PA
3,0,7083,0,PA
3,0,5583,0,PA
4,2,8333,0,PA
4,2,8333,0,PA
3,1,8333,0,PA
1,0,2000,0,PA
1,0,2000,0,PA
2,0,2028,0,PA
2,0,2028,0,PA
2,0,2590,0,PA
2,0,11297,0,PA
2,0,11297,0,PA
2,0,10097,0,PA
2,0,10097,0,PA
2,0,10997,0,PA
2,0,10997,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
4,2,4600,0,PA
4,2,4600,0,PA
4,2,4600,0,PA
4,2,1732,0,PA
4,2,1732,0,PA
4,2,1732,0,PA
2,0,23461,0,PA
2,0,20337,0,PA
2,0,20337,0,PA
2,0,0,0,PA
1,0,1793,0,PA
2,0,0,0,PA
1,0,1793,0,PA
2,0,0,0,PA
1,0,1793,0,PA
5,3,0,0,PA
5,0,0,0,PA
5,3,1645,0,PA
5,0,1645,0,PA
5,3,1645,0,PA
5,0,1645,0,PA
3,0,2200,0,PA
3,0,2200,0,PA
3,0,2200,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
1,0,2917,0,PA
1,0,2917,0,PA
1,0,2917,0,PA
3,0,17173,0,PA
2,0,7187,0,PA
3,0,17173,0,PA
2,0,7187,0,PA
3,0,17173,0,PA
2,0,7187,0,PA
2,0,2875,0,PA
2,0,667,0,PA
2,0,667,0,PA
2,0,960,0,PA
2,0,3200,0,PA
2,0,3200,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,520,0,PA
1,0,520,0,PA
1,0,520,0,PA
2,0,1762,0,PA
2,0,1762,0,PA
2,0,1762,0,PA
2,0,1762,0,PA
2,0,1762,0,PA
2,0,1762,0,PA
1,0,2333,0,PA
1,0,2333,0,PA
1,0,2333,0,PA
1,0,5184,0,PA
1,0,5184,0,PA
1,0,5184,0,PA
1,0,6917,0,PA
1,0,6917,0,PA
1,0,24917,0,PA
1,0,4372,0,PA
1,0,4372,0,PA
1,0,4372,0,PA
1,0,5833,0,PA
1,0,5833,0,PA
1,0,5833,0,PA
1,0,2667,0,PA
1,0,2667,0,PA
1,0,2667,0,PA
1,0,7432,0,PA
1,0,7432,0,PA
1,0,7432,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,6912,0,PA
2,0,6912,0,PA
2,0,6912,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
3,0,3421,0,PA
3,0,3421,0,PA
3,0,3421,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
1,0,585,229,PA
1,0,585,229,PA
1,0,585,229,PA
2,0,1083,0,PA
2,0,1083,0,PA
2,0,1083,0,PA
2,0,1083,0,PA
2,0,1083,0,PA
2,0,1083,0,PA
4,2,2575,0,PA
5,3,2425,0,PA
5,3,2425,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
1,0,0,129,PA
1,0,0,129,PA
1,0,0,129,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
3,0,0,0,PA
3,0,0,0,PA
3,0,214,0,PA
4,1,6993,0,PA
4,1,6993,0,PA
4,1,6993,0,PA
2,0,5579,0,PA
2,0,5579,0,PA
2,0,8579,0,PA
3,1,1397,0,PA
3,1,1277,0,PA
3,1,1394,0,PA
2,0,6192,0,PA
2,0,6192,0,PA
2,0,6192,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
5,3,0,0,PA
5,3,50,0,PA
5,3,45,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
1,0,4583,0,PA
1,0,4583,0,PA
1,0,4583,0,PA
1,0,3696,0,PA
1,0,3696,0,PA
1,0,3696,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
4,2,6827,0,PA
4,2,6827,0,PA
4,2,7592,0,PA
5,1,0,0,PA
5,1,0,0,PA
5,1,0,0,PA
5,3,1796,0,PA
5,3,1779,0,PA
5,3,1779,0,PA
3,0,4317,0,PA
3,0,4317,0,PA
3,0,4317,0,PA
2,0,2592,0,PA
2,0,2592,0,PA
2,0,2592,0,PA
4,2,6146,0,PA
4,2,6146,0,PA
4,2,6146,0,PA
2,0,833,0,PA
2,0,833,0,PA
2,0,833,0,PA
1,0,2160,0,PA
1,0,1608,0,PA
2,0,814,0,PA
2,0,814,0,PA
1,0,2160,0,PA
1,0,1608,0,PA
2,0,824,0,PA
2,0,824,0,PA
1,0,2160,0,PA
2,0,891,0,PA
2,0,891,0,PA
1,0,3108,0,PA
2,0,1176,0,PA
2,0,4492,0,PA
2,0,4492,0,PA
2,0,9167,0,PA
2,0,9167,0,PA
2,0,9167,0,PA
2,1,1702,0,PA
2,1,1702,0,PA
2,1,1702,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
2,0,5429,0,PA
2,0,5429,0,PA
2,0,5429,0,PA
4,0,8580,0,PA
4,0,8580,0,PA
4,0,8580,0,PA
4,0,8580,0,PA
4,0,8740,0,PA
4,0,8740,0,PA
4,0,8740,0,PA
4,0,8740,0,PA
4,0,9760,0,PA
4,0,9760,0,PA
4,0,9760,0,PA
4,0,9760,0,PA
2,0,601,0,PA
2,0,601,0,PA
2,0,601,0,PA
2,0,8382,0,PA
2,0,8382,0,PA
2,0,8382,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
2,0,4839,0,PA
2,0,4839,0,PA
2,0,4589,0,PA
1,0,1732,0,PA
1,0,1732,0,PA
1,0,1732,0,PA
1,0,6350,0,PA
1,0,6350,0,PA
1,0,6500,0,PA
2,0,6620,0,PA
2,0,6620,0,PA
2,0,6620,0,PA
2,0,6208,0,PA
2,0,6208,0,PA
2,0,16208,0,PA
3,1,6495,0,PA
3,0,6495,0,PA
3,1,6495,0,PA
3,0,6495,0,PA
3,1,6495,0,PA
3,0,6495,0,PA
3,0,2160,0,PA
3,0,2160,0,PA
3,0,2160,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,1,0,189,PA
2,1,0,189,PA
2,1,0,189,PA
2,0,6880,0,PA
2,0,0,0,PA
2,0,0,0,PA
3,0,8617,0,PA
3,0,10572,0,PA
3,0,10572,0,PA
3,0,10572,0,PA
3,0,8617,0,PA
3,0,10572,0,PA
3,0,10572,0,PA
3,0,10572,0,PA
3,0,8897,0,PA
3,0,11489,0,PA
3,0,11489,0,PA
3,0,11489,0,PA
3,2,2771,0,PA
3,2,2771,0,PA
3,2,2872,0,PA
1,0,4800,0,PA
1,0,4800,0,PA
1,0,4800,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
2,0,7893,0,PA
2,0,7893,0,PA
2,0,7893,0,PA
2,0,8583,0,PA
2,0,8583,0,PA
2,0,8583,0,PA
2,0,8583,0,PA
2,0,8583,0,PA
2,0,8583,0,PA
1,0,0,0,PA
1,0,0,0,PA
1,0,0,0,PA
2,0,1833,0,PA
2,0,0,0,PA
2,0,1833,0,PA
3,1,0,0,PA
2,0,2184,0,PA
3,1,0,0,PA
1,0,1517,0,PA
1,0,1517,0,PA
1,0,1517,0,PA
2,0,0,0,PA
2,0,0,0,PA
2,0,0,0,PA
4,1,0,369,PA
4,1,0,369,PA
4,1,0,369,PA
3,0,1308,0,PA
3,0,1308,0,PA
3,0,1308,0,PA
3,2,1667,0,PA
3,2,1667,0,PA
3,2,1667,0,PA
