"student","week","attendance","grade","Roster","TA","attendance_prior","Reason","noclass","affectedweek","noprior"
147,11,0,23.266976610187,6,"ThatGuy",0,"Holiday",1,1,1
147,2,1,23.2952244731525,6,"ThatGuy",1,"",0,1,0
147,3,0,22.4483756264045,6,"ThatGuy",1,"",0,0,0
147,4,1,16.362328975394,6,"ThatGuy",0,"",0,1,1
147,5,0,24.7516986750654,6,"ThatGuy",1,"",0,0,0
147,6,0,23.4368900707269,6,"ThatGuy",0,"",0,0,1
147,7,1,23.7642242849513,6,"ThatGuy",0,"",0,0,1
147,8,0,23.3106046148014,6,"ThatGuy",1,"",0,0,0
147,9,0,24.2138184477381,6,"ThatGuy",0,"Canceled",1,1,1
15,1,1,9.19145075560644,5,"ThatOtherGuy",NA,"",0,0,NA
15,10,1,0.479585516902914,5,"ThatOtherGuy",0,"",0,0,1
15,11,1,-0.658449419326738,5,"ThatOtherGuy",1,"",0,1,0
15,2,0,0.59618550056974,5,"ThatOtherGuy",1,"Holiday",1,1,0
15,3,1,-0.231110927640331,5,"ThatOtherGuy",0,"",0,0,1
15,4,0,15.5269937583324,5,"ThatOtherGuy",1,"",0,1,0
15,5,1,22.9780760849385,5,"ThatOtherGuy",0,"",0,0,1
15,6,1,17.2323211947075,5,"ThatOtherGuy",1,"",0,0,0
15,7,0,23.1127945150038,5,"ThatOtherGuy",1,"",0,0,0
15,8,1,23.9954393733461,5,"ThatOtherGuy",0,"",0,0,1
15,9,0,23.832214133393,5,"ThatOtherGuy",1,"",0,1,0
109,1,1,20.8292959018523,2,"ThatOtherGuy",NA,"",0,0,NA
109,10,1,21.2896190545,2,"ThatOtherGuy",1,"",0,0,0
109,11,0,25.1429088646131,2,"ThatOtherGuy",1,"",0,1,0
109,2,1,22.3419190342976,2,"ThatOtherGuy",1,"",0,1,0
109,3,NA,23.7986460373456,2,"ThatOtherGuy",1,"MissingData",0,0,0
109,4,1,20.8634095814641,2,"ThatOtherGuy",0,"",0,1,1
109,5,1,23.1868352265054,2,"ThatOtherGuy",1,"",0,0,0
109,6,1,23.7276009770089,2,"ThatOtherGuy",1,"",0,0,0
109,7,1,21.6428726979581,2,"ThatOtherGuy",1,"",0,0,0
109,8,1,21.4041089282472,2,"ThatOtherGuy",1,"",0,0,0
109,9,1,22.1607107961796,2,"ThatOtherGuy",1,"",0,1,0
150,1,1,12.0579035211614,4,"ThatGuy",NA,"",0,0,NA
150,10,1,24.698150634922,4,"ThatGuy",1,"",0,0,0
150,11,1,1.5111450496243,4,"ThatGuy",1,"",0,1,0
150,2,0,-0.0760395818533367,4,"ThatGuy",1,"Holiday",1,1,0
150,3,1,24.097155303994,4,"ThatGuy",0,"",0,0,1
150,4,1,21.1271645912339,4,"ThatGuy",1,"",0,1,0
150,5,1,0.677283073390494,4,"ThatGuy",1,"",0,0,0
150,6,1,24.1794482777222,4,"ThatGuy",1,"",0,0,0
150,7,1,14.0469224822542,4,"ThatGuy",1,"",0,0,0
150,8,1,-0.67674491350264,4,"ThatGuy",1,"",0,0,0
150,9,1,23.1273840216487,4,"ThatGuy",1,"",0,1,0
121,1,1,0.763005576399442,2,"ThatOtherGuy",NA,"",0,0,NA
121,10,0,0.520353550353722,2,"ThatOtherGuy",0,"",0,0,1
121,11,0,-0.700686870788145,2,"ThatOtherGuy",0,"",0,1,1
121,2,0,0.681145531447879,2,"ThatOtherGuy",1,"",0,1,0
121,3,NA,-0.165459374692249,2,"ThatOtherGuy",0,"MissingData",0,0,1
121,4,1,-0.336762864236833,2,"ThatOtherGuy",0,"",0,1,1
121,5,0,0.247145673689524,2,"ThatOtherGuy",1,"",0,0,0
121,6,0,-0.287617891922178,2,"ThatOtherGuy",0,"",0,0,1
121,7,0,-0.436127020640949,2,"ThatOtherGuy",0,"",0,0,1
121,8,0,-0.137611530325001,2,"ThatOtherGuy",0,"",0,0,1
121,9,0,-0.931902157328614,2,"ThatOtherGuy",0,"",0,1,1
89,1,1,22.926662273339,5,"ThatOtherGuy",NA,"",0,0,NA
89,10,1,22.7893241667849,5,"ThatOtherGuy",1,"",0,0,0
89,11,1,22.8241875376191,5,"ThatOtherGuy",1,"",0,1,0
89,2,0,21.132683547201,5,"ThatOtherGuy",1,"Holiday",1,1,0
89,3,1,19.2509088909963,5,"ThatOtherGuy",0,"",0,0,1
89,4,1,21.890102758464,5,"ThatOtherGuy",1,"",0,1,0
89,5,1,21.2245336353416,5,"ThatOtherGuy",1,"",0,0,0
89,6,1,20.6647972386061,5,"ThatOtherGuy",1,"",0,0,0
89,7,1,21.6881086064321,5,"ThatOtherGuy",1,"",0,0,0
89,8,1,20.0415003949424,5,"ThatOtherGuy",1,"",0,0,0
89,9,1,19.7409670692322,5,"ThatOtherGuy",1,"",0,1,0
155,1,1,22.1583277826976,5,"ThatOtherGuy",NA,"",0,0,NA
155,10,0,22.9171338025259,5,"ThatOtherGuy",0,"",0,0,1
155,11,1,23.4821114702578,5,"ThatOtherGuy",0,"",0,1,1
155,2,0,20.278632555353,5,"ThatOtherGuy",1,"Holiday",1,1,0
155,3,1,18.2136020461167,5,"ThatOtherGuy",0,"",0,0,1
155,4,1,13.2824840432472,5,"ThatOtherGuy",1,"",0,1,0
155,5,1,-0.394915418015378,5,"ThatOtherGuy",1,"",0,0,0
155,6,0,0.560631228113311,5,"ThatOtherGuy",1,"",0,0,0
155,7,1,16.2127847344632,5,"ThatOtherGuy",0,"",0,0,1
155,8,1,0.298772777593343,5,"ThatOtherGuy",1,"",0,0,0
155,9,0,16.7866827922191,5,"ThatOtherGuy",1,"",0,1,0
128,1,1,22.8314369689556,1,"ThatGuy",NA,"",0,0,NA
128,10,1,22.3499853441187,1,"ThatGuy",1,"",0,0,0
128,11,1,24.8233370784226,1,"ThatGuy",1,"",0,1,0
128,2,1,24.1014849427893,1,"ThatGuy",1,"",0,1,0
128,3,1,23.4901028135732,1,"ThatGuy",1,"",0,0,0
128,4,0,21.482070958459,1,"ThatGuy",1,"Canceled",1,1,0
128,5,1,23.1648732166025,1,"ThatGuy",0,"",0,0,1
128,6,1,16.1291583795557,1,"ThatGuy",1,"",0,0,0
128,7,1,24.7317731802399,1,"ThatGuy",1,"",0,0,0
128,8,1,21.9063818094876,1,"ThatGuy",1,"",0,0,0
128,9,1,22.2586969087065,1,"ThatGuy",1,"",0,1,0
34,1,1,23.6551012368946,1,"ThatGuy",NA,"",0,0,NA
34,10,0,20.4026629570645,1,"ThatGuy",1,"",0,0,0
34,11,1,19.0178330168294,1,"ThatGuy",0,"",0,1,1
34,2,1,20.4411071640312,1,"ThatGuy",1,"",0,1,0
34,3,0,20.640668537505,1,"ThatGuy",1,"",0,0,0
34,4,0,19.5514562411279,1,"ThatGuy",0,"Canceled",1,1,1
34,5,0,5.83610071322973,1,"ThatGuy",0,"",0,0,1
34,6,1,23.5472496096748,1,"ThatGuy",0,"",0,0,1
34,7,1,18.1039609181234,1,"ThatGuy",1,"",0,0,0
34,8,0,23.1627224552533,1,"ThatGuy",1,"",0,0,0
34,9,1,24.1707477273606,1,"ThatGuy",0,"",0,1,1
114,1,1,24.3331805190208,2,"ThatOtherGuy",NA,"",0,0,NA
114,10,0,24.9368537447431,2,"ThatOtherGuy",1,"",0,0,0
114,11,0,23.6599225115633,2,"ThatOtherGuy",0,"",0,1,1
114,2,1,21.3260105654195,2,"ThatOtherGuy",1,"",0,1,0
114,3,NA,20.801429639591,2,"ThatOtherGuy",1,"MissingData",0,0,0
114,4,0,19.5915486758032,2,"ThatOtherGuy",0,"",0,1,1
114,5,0,24.2289290601064,2,"ThatOtherGuy",0,"",0,0,1
114,6,0,19.4412993836512,2,"ThatOtherGuy",0,"",0,0,1
114,7,0,23.1134527093049,2,"ThatOtherGuy",0,"",0,0,1
114,8,0,22.2985026106397,2,"ThatOtherGuy",0,"",0,0,1
114,9,1,21.7151085572205,2,"ThatOtherGuy",0,"",0,1,1
124,1,1,22.4236543706225,6,"ThatGuy",NA,"",0,0,NA
124,10,0,25.2462203430114,6,"ThatGuy",0,"",0,0,1
124,11,0,19.7041999335701,6,"ThatGuy",0,"Holiday",1,1,1
124,2,0,17.3205558659195,6,"ThatGuy",1,"",0,1,0
124,3,0,21.3115188671949,6,"ThatGuy",0,"",0,0,1
124,4,0,20.9977822947829,6,"ThatGuy",0,"",0,1,1
124,5,0,19.9009685341976,6,"ThatGuy",0,"",0,0,1
124,6,1,23.657188747732,6,"ThatGuy",0,"",0,0,1
124,7,0,24.6094022914745,6,"ThatGuy",1,"",0,0,0
124,8,1,17.0391248497146,6,"ThatGuy",0,"",0,0,1
124,9,0,23.6379885980787,6,"ThatGuy",1,"Canceled",1,1,0
98,1,1,14.4185158238463,2,"ThatOtherGuy",NA,"",0,0,NA
98,10,0,22.7166896372057,2,"ThatOtherGuy",1,"",0,0,0
98,11,0,17.9641286156044,2,"ThatOtherGuy",0,"",0,1,1
98,2,0,18.536018855868,2,"ThatOtherGuy",1,"",0,1,0
98,3,NA,18.9439177428233,2,"ThatOtherGuy",0,"MissingData",0,0,1
98,4,0,18.5882167877686,2,"ThatOtherGuy",0,"",0,1,1
98,5,0,21.1094651029907,2,"ThatOtherGuy",0,"",0,0,1
98,6,0,16.7720898018473,2,"ThatOtherGuy",0,"",0,0,1
98,7,0,20.3617065716804,2,"ThatOtherGuy",0,"",0,0,1
98,8,1,18.1906837125968,2,"ThatOtherGuy",0,"",0,0,1
98,9,1,21.5147012881888,2,"ThatOtherGuy",1,"",0,1,0
46,1,1,23.1609016309757,6,"ThatGuy",NA,"",0,0,NA
46,10,1,24.270442913491,6,"ThatGuy",0,"",0,0,1
46,11,0,20.6797244791611,6,"ThatGuy",1,"Holiday",1,1,0
46,2,1,21.8846560217899,6,"ThatGuy",1,"",0,1,0
46,3,1,23.956833216526,6,"ThatGuy",1,"",0,0,0
46,4,1,17.9750404015607,6,"ThatGuy",1,"",0,1,0
46,5,1,23.7239797616352,6,"ThatGuy",1,"",0,0,0
46,6,1,23.3457383426664,6,"ThatGuy",1,"",0,0,0
46,7,1,24.2284131796376,6,"ThatGuy",1,"",0,0,0
46,8,1,22.3416950478121,6,"ThatGuy",1,"",0,0,0
46,9,0,21.9248812715901,6,"ThatGuy",1,"Canceled",1,1,0
160,1,1,24.0966838897353,1,"ThatGuy",NA,"",0,0,NA
160,10,1,25.2944151686271,1,"ThatGuy",1,"",0,0,0
160,11,1,23.7772913373427,1,"ThatGuy",1,"",0,1,0
160,2,1,21.5338839180525,1,"ThatGuy",1,"",0,1,0
160,3,1,21.9390426792583,1,"ThatGuy",1,"",0,0,0
160,4,0,23.293633676098,1,"ThatGuy",1,"Canceled",1,1,0
160,5,1,24.4739175363313,1,"ThatGuy",0,"",0,0,1
160,6,1,23.6260751736057,1,"ThatGuy",1,"",0,0,0
160,7,1,24.716562574726,1,"ThatGuy",1,"",0,0,0
160,8,1,23.8182978904435,1,"ThatGuy",1,"",0,0,0
160,9,1,25.1417226699439,1,"ThatGuy",1,"",0,1,0
18,1,1,10.4393484382808,6,"ThatGuy",NA,"",0,0,NA
18,10,1,23.857206214433,6,"ThatGuy",0,"",0,0,1
18,11,0,14.1642509332484,6,"ThatGuy",1,"Holiday",1,1,0
18,2,1,11.8515066794102,6,"ThatGuy",1,"",0,1,0
18,3,1,22.7773922043504,6,"ThatGuy",1,"",0,0,0
18,4,1,11.3095605229328,6,"ThatGuy",1,"",0,1,0
18,5,1,13.4218868711145,6,"ThatGuy",1,"",0,0,0
18,6,1,15.1542199292909,6,"ThatGuy",1,"",0,0,0
18,7,1,19.7098246625302,6,"ThatGuy",1,"",0,0,0
18,8,1,17.693784878463,6,"ThatGuy",1,"",0,0,0
18,9,0,17.2971343920685,6,"ThatGuy",1,"Canceled",1,1,0
181,1,1,-0.344959836415416,6,"ThatGuy",NA,"",0,0,NA
181,10,1,24.5029410308155,6,"ThatGuy",0,"",0,0,1
181,11,0,25.1369889049594,6,"ThatGuy",1,"Holiday",1,1,0
181,2,1,17.6594607184671,6,"ThatGuy",1,"",0,1,0
181,3,1,19.4940598829872,6,"ThatGuy",1,"",0,0,0
181,4,1,20.8781530933946,6,"ThatGuy",1,"",0,1,0
181,5,1,25.6440179466474,6,"ThatGuy",1,"",0,0,0
181,6,1,25.3011466403598,6,"ThatGuy",1,"",0,0,0
181,7,1,24.9571825411161,6,"ThatGuy",1,"",0,0,0
181,8,1,22.2390448871342,6,"ThatGuy",1,"",0,0,0
181,9,0,23.6943059240931,6,"ThatGuy",1,"Canceled",1,1,0
30,1,1,25.4484971481976,5,"ThatOtherGuy",NA,"",0,0,NA
30,10,1,24.6646015678114,5,"ThatOtherGuy",1,"",0,0,0
30,11,1,24.4780551939167,5,"ThatOtherGuy",1,"",0,1,0
30,2,0,24.41365556038,5,"ThatOtherGuy",1,"Holiday",1,1,0
30,3,1,24.419634341063,5,"ThatOtherGuy",0,"",0,0,1
30,4,1,25.2413486385593,5,"ThatOtherGuy",1,"",0,1,0
30,5,1,24.7171974255455,5,"ThatOtherGuy",1,"",0,0,0
30,6,0,24.9515810135364,5,"ThatOtherGuy",1,"",0,0,0
30,7,0,25.3309522668908,5,"ThatOtherGuy",0,"",0,0,1
30,8,1,24.3757971209932,5,"ThatOtherGuy",0,"",0,0,1
30,9,1,24.8910734259913,5,"ThatOtherGuy",1,"",0,1,0
33,1,1,24.6405622853964,1,"ThatGuy",NA,"",0,0,NA
33,10,1,25.1216773671554,1,"ThatGuy",1,"",0,0,0
33,11,1,18.873361307108,1,"ThatGuy",1,"",0,1,0
33,2,1,22.8418559795102,1,"ThatGuy",1,"",0,1,0
33,3,1,21.4007946710669,1,"ThatGuy",1,"",0,0,0
33,4,0,24.9729742209188,1,"ThatGuy",1,"Canceled",1,1,0
33,5,1,25.1802777481119,1,"ThatGuy",0,"",0,0,1
33,6,1,23.5798501223346,1,"ThatGuy",1,"",0,0,0
33,7,1,24.7751995630753,1,"ThatGuy",1,"",0,0,0
33,8,1,24.8998112592781,1,"ThatGuy",1,"",0,0,0
33,9,1,25.0833221311939,1,"ThatGuy",1,"",0,1,0
42,1,1,9.31583261259819,3,"ThatOtherGuy",NA,"",0,0,NA
42,10,0,23.5150864130309,3,"ThatOtherGuy",0,"",0,0,1
42,11,0,21.3464724578302,3,"ThatOtherGuy",0,"",0,1,1
42,2,0,0.525052231773888,3,"ThatOtherGuy",1,"Holiday",1,1,0
42,3,0,18.7280529611405,3,"ThatOtherGuy",0,"",0,0,1
42,4,0,14.3288809176505,3,"ThatOtherGuy",0,"",0,1,1
42,5,1,24.7337647059842,3,"ThatOtherGuy",0,"",0,0,1
42,6,0,20.9905309714371,3,"ThatOtherGuy",1,"",0,0,0
42,7,0,23.3817738263926,3,"ThatOtherGuy",0,"",0,0,1
42,8,0,22.442048663667,3,"ThatOtherGuy",0,"",0,0,1
42,9,0,23.9355601029946,3,"ThatOtherGuy",0,"",0,1,1
3,1,1,17.5551642191401,3,"ThatOtherGuy",NA,"",0,0,NA
3,10,1,22.1658379198252,3,"ThatOtherGuy",1,"",0,0,0
3,11,1,21.7736480501875,3,"ThatOtherGuy",1,"",0,1,0
3,2,0,21.0862023862106,3,"ThatOtherGuy",1,"Holiday",1,1,0
3,3,1,21.9259083265579,3,"ThatOtherGuy",0,"",0,0,1
3,4,1,12.3333552447599,3,"ThatOtherGuy",1,"",0,1,0
3,5,1,20.0301429574287,3,"ThatOtherGuy",1,"",0,0,0
3,6,1,23.7565625166438,3,"ThatOtherGuy",1,"",0,0,0
3,7,1,19.0918636156989,3,"ThatOtherGuy",1,"",0,0,0
3,8,1,21.4164925940429,3,"ThatOtherGuy",1,"",0,0,0
3,9,1,22.6542948657781,3,"ThatOtherGuy",1,"",0,1,0
120,1,1,22.2832795420765,6,"ThatGuy",NA,"",0,0,NA
120,10,1,20.7684158497389,6,"ThatGuy",0,"",0,0,1
120,11,0,16.6558197442279,6,"ThatGuy",1,"Holiday",1,1,0
120,2,0,20.7490166920686,6,"ThatGuy",1,"",0,1,0
120,3,1,22.8662783757506,6,"ThatGuy",0,"",0,0,1
120,4,1,0.556559206551668,6,"ThatGuy",1,"",0,1,0
120,5,0,9.45681591433104,6,"ThatGuy",1,"",0,0,0
120,6,0,21.8745346932353,6,"ThatGuy",0,"",0,0,1
120,7,1,25.5609702815477,6,"ThatGuy",0,"",0,0,1
120,8,0,18.5164513221111,6,"ThatGuy",1,"",0,0,0
120,9,0,0.165862253097284,6,"ThatGuy",0,"Canceled",1,1,1
76,1,1,24.3248830451434,3,"ThatOtherGuy",NA,"",0,0,NA
76,10,1,25.2883662672717,3,"ThatOtherGuy",1,"",0,0,0
76,11,0,23.2212979349931,3,"ThatOtherGuy",1,"",0,1,0
76,2,0,23.3626703670808,3,"ThatOtherGuy",1,"Holiday",1,1,0
76,3,1,22.4136227002891,3,"ThatOtherGuy",0,"",0,0,1
76,4,1,24.6413664636079,3,"ThatOtherGuy",1,"",0,1,0
76,5,1,24.4600557537469,3,"ThatOtherGuy",1,"",0,0,0
76,6,1,24.0831367768628,3,"ThatOtherGuy",1,"",0,0,0
76,7,1,21.8407492493822,3,"ThatOtherGuy",1,"",0,0,0
76,8,1,19.0525797355412,3,"ThatOtherGuy",1,"",0,0,0
76,9,1,23.073194227153,3,"ThatOtherGuy",1,"",0,1,0
127,1,1,23.5573919251744,2,"ThatOtherGuy",NA,"",0,0,NA
127,10,1,24.0294812171621,2,"ThatOtherGuy",1,"",0,0,0
127,11,1,24.5294663676533,2,"ThatOtherGuy",1,"",0,1,0
127,2,1,23.4970674639092,2,"ThatOtherGuy",1,"",0,1,0
127,3,NA,22.9122505023666,2,"ThatOtherGuy",1,"MissingData",0,0,0
127,4,1,24.8385076438267,2,"ThatOtherGuy",0,"",0,1,1
127,5,1,25.6074180904253,2,"ThatOtherGuy",1,"",0,0,0
127,6,1,24.4571444971442,2,"ThatOtherGuy",1,"",0,0,0
127,7,1,23.7782479021782,2,"ThatOtherGuy",1,"",0,0,0
127,8,1,24.7547938971646,2,"ThatOtherGuy",1,"",0,0,0
127,9,1,24.8588181643176,2,"ThatOtherGuy",1,"",0,1,0
157,1,1,22.9926180398186,2,"ThatOtherGuy",NA,"",0,0,NA
157,10,1,22.7297041082545,2,"ThatOtherGuy",1,"",0,0,0
157,11,0,24.6810277987306,2,"ThatOtherGuy",1,"",0,1,0
157,2,1,23.7399094108324,2,"ThatOtherGuy",1,"",0,1,0
157,3,NA,23.3775283563016,2,"ThatOtherGuy",1,"MissingData",0,0,0
157,4,1,23.0718577649148,2,"ThatOtherGuy",0,"",0,1,1
157,5,1,23.6417362588756,2,"ThatOtherGuy",1,"",0,0,0
157,6,1,24.125450298848,2,"ThatOtherGuy",1,"",0,0,0
157,7,1,24.954637136031,2,"ThatOtherGuy",1,"",0,0,0
157,8,1,23.6361167274146,2,"ThatOtherGuy",1,"",0,0,0
157,9,1,24.095524838129,2,"ThatOtherGuy",1,"",0,1,0
71,1,1,22.9987108738713,5,"ThatOtherGuy",NA,"",0,0,NA
71,10,0,23.6984480024668,5,"ThatOtherGuy",1,"",0,0,0
71,11,1,23.5919745647232,5,"ThatOtherGuy",0,"",0,1,1
71,2,0,17.4162366199699,5,"ThatOtherGuy",1,"Holiday",1,1,0
71,3,0,20.9530811154531,5,"ThatOtherGuy",0,"",0,0,1
71,4,1,18.2895175531062,5,"ThatOtherGuy",0,"",0,1,1
71,5,1,19.9110286479076,5,"ThatOtherGuy",1,"",0,0,0
71,6,0,19.8971576153389,5,"ThatOtherGuy",1,"",0,0,0
71,7,1,25.039352557015,5,"ThatOtherGuy",0,"",0,0,1
71,8,1,18.9084588615538,5,"ThatOtherGuy",1,"",0,0,0
71,9,1,20.2172733621924,5,"ThatOtherGuy",1,"",0,1,0
110,1,1,24.8307541234704,2,"ThatOtherGuy",NA,"",0,0,NA
110,10,1,24.3837126549957,2,"ThatOtherGuy",1,"",0,0,0
110,11,1,24.7792361494281,2,"ThatOtherGuy",1,"",0,1,0
110,2,1,25.0159046855255,2,"ThatOtherGuy",1,"",0,1,0
110,3,NA,24.6012307933932,2,"ThatOtherGuy",1,"MissingData",0,0,0
110,4,1,25.4873717943354,2,"ThatOtherGuy",0,"",0,1,1
110,5,1,24.5897541736155,2,"ThatOtherGuy",1,"",0,0,0
110,6,1,23.672127955623,2,"ThatOtherGuy",1,"",0,0,0
110,7,1,23.8501672728446,2,"ThatOtherGuy",1,"",0,0,0
110,8,1,25.0548003847012,2,"ThatOtherGuy",1,"",0,0,0
110,9,1,25.1536128825656,2,"ThatOtherGuy",1,"",0,1,0
22,1,1,22.7238194424121,2,"ThatOtherGuy",NA,"",0,0,NA
22,10,1,23.8315292224818,2,"ThatOtherGuy",1,"",0,0,0
22,11,0,24.1097849203172,2,"ThatOtherGuy",1,"",0,1,0
22,2,1,20.7774889025487,2,"ThatOtherGuy",1,"",0,1,0
22,3,NA,21.0312981574948,2,"ThatOtherGuy",1,"MissingData",0,0,0
22,4,1,17.8955580422763,2,"ThatOtherGuy",0,"",0,1,1
22,5,1,8.1821175018613,2,"ThatOtherGuy",1,"",0,0,0
22,6,1,15.6328453555541,2,"ThatOtherGuy",1,"",0,0,0
22,7,1,22.901162252389,2,"ThatOtherGuy",1,"",0,0,0
22,8,0,19.3671685283603,2,"ThatOtherGuy",1,"",0,0,0
22,9,1,26.0295951052115,2,"ThatOtherGuy",0,"",0,1,1
172,1,1,23.9994622145009,5,"ThatOtherGuy",NA,"",0,0,NA
172,10,1,23.6322570361953,5,"ThatOtherGuy",1,"",0,0,0
172,11,1,23.7503992748413,5,"ThatOtherGuy",1,"",0,1,0
172,2,0,21.8815874800468,5,"ThatOtherGuy",1,"Holiday",1,1,0
172,3,1,25.2105422711823,5,"ThatOtherGuy",0,"",0,0,1
172,4,1,24.2436810922916,5,"ThatOtherGuy",1,"",0,1,0
172,5,1,22.6024457185914,5,"ThatOtherGuy",1,"",0,0,0
172,6,1,22.5172828800661,5,"ThatOtherGuy",1,"",0,0,0
172,7,1,23.2513944952532,5,"ThatOtherGuy",1,"",0,0,0
172,8,1,25.6890834876387,5,"ThatOtherGuy",1,"",0,0,0
172,9,1,24.6296443269834,5,"ThatOtherGuy",1,"",0,1,0
165,1,1,23.8090487458319,6,"ThatGuy",NA,"",0,0,NA
165,10,0,24.4302401886907,6,"ThatGuy",0,"",0,0,1
165,11,0,25.5860536802355,6,"ThatGuy",0,"Holiday",1,1,1
165,2,1,20.7994799655064,6,"ThatGuy",1,"",0,1,0
165,3,0,24.9842464818695,6,"ThatGuy",1,"",0,0,0
165,4,1,22.6421441656695,6,"ThatGuy",0,"",0,1,1
165,5,1,23.8765159461495,6,"ThatGuy",1,"",0,0,0
165,6,1,23.6153859661192,6,"ThatGuy",1,"",0,0,0
165,7,0,25.3142081990704,6,"ThatGuy",1,"",0,0,0
165,8,1,22.7951566641504,6,"ThatGuy",0,"",0,0,1
165,9,0,24.1567785823059,6,"ThatGuy",1,"Canceled",1,1,0
185,1,1,23.5605871110189,4,"ThatGuy",NA,"",0,0,NA
185,10,1,24.3071214838094,4,"ThatGuy",1,"",0,0,0
185,11,1,21.3710378154512,4,"ThatGuy",1,"",0,1,0
185,2,0,18.2747165708592,4,"ThatGuy",1,"Holiday",1,1,0
185,3,0,23.7858629607792,4,"ThatGuy",0,"",0,0,1
185,4,1,24.27113057152,4,"ThatGuy",0,"",0,1,1
185,5,1,24.2155532875428,4,"ThatGuy",1,"",0,0,0
185,6,1,23.277135210101,4,"ThatGuy",1,"",0,0,0
185,7,0,6.53793566925905,4,"ThatGuy",1,"",0,0,0
185,8,1,12.0878351134176,4,"ThatGuy",0,"",0,0,1
185,9,1,23.3792600009824,4,"ThatGuy",1,"",0,1,0
93,1,1,23.0571591151375,5,"ThatOtherGuy",NA,"",0,0,NA
93,10,1,22.8971375173601,5,"ThatOtherGuy",1,"",0,0,0
93,11,1,24.868300443443,5,"ThatOtherGuy",1,"",0,1,0
93,2,0,20.1919821627609,5,"ThatOtherGuy",1,"Holiday",1,1,0
93,3,1,21.9666475092357,5,"ThatOtherGuy",0,"",0,0,1
93,4,1,22.1237371531885,5,"ThatOtherGuy",1,"",0,1,0
93,5,1,23.1667698243166,5,"ThatOtherGuy",1,"",0,0,0
93,6,1,19.0756729774714,5,"ThatOtherGuy",1,"",0,0,0
93,7,1,24.7477140260641,5,"ThatOtherGuy",1,"",0,0,0
93,8,1,20.7647682402824,5,"ThatOtherGuy",1,"",0,0,0
93,9,1,18.7194406896462,5,"ThatOtherGuy",1,"",0,1,0
197,1,1,22.9570109331995,3,"ThatOtherGuy",NA,"",0,0,NA
197,10,0,0.391072402551253,3,"ThatOtherGuy",0,"",0,0,1
197,11,0,-0.0890005160695784,3,"ThatOtherGuy",0,"",0,1,1
197,2,0,23.6357347512035,3,"ThatOtherGuy",1,"Holiday",1,1,0
197,3,0,23.9375546979514,3,"ThatOtherGuy",0,"",0,0,1
197,4,0,-0.239435458171135,3,"ThatOtherGuy",0,"",0,1,1
197,5,1,-0.0410059369911918,3,"ThatOtherGuy",0,"",0,0,1
197,6,0,24.9341321172342,3,"ThatOtherGuy",1,"",0,0,0
197,7,0,-0.0481215666765587,3,"ThatOtherGuy",0,"",0,0,1
197,8,0,-0.0415206686621795,3,"ThatOtherGuy",0,"",0,0,1
197,9,0,0.586145238766411,3,"ThatOtherGuy",0,"",0,1,1
55,1,1,21.1088229226395,2,"ThatOtherGuy",NA,"",0,0,NA
55,10,1,24.3695274805024,2,"ThatOtherGuy",1,"",0,0,0
55,11,1,24.0516373789212,2,"ThatOtherGuy",1,"",0,1,0
55,2,1,24.114456826249,2,"ThatOtherGuy",1,"",0,1,0
55,3,NA,22.4422119295162,2,"ThatOtherGuy",1,"MissingData",0,0,0
55,4,1,23.4583413211687,2,"ThatOtherGuy",0,"",0,1,1
55,5,1,24.4203955262625,2,"ThatOtherGuy",1,"",0,0,0
55,6,1,23.9366162765251,2,"ThatOtherGuy",1,"",0,0,0
55,7,1,24.0984488026076,2,"ThatOtherGuy",1,"",0,0,0
55,8,1,24.5151899392013,2,"ThatOtherGuy",1,"",0,0,0
55,9,1,23.5691273661071,2,"ThatOtherGuy",1,"",0,1,0
43,1,1,21.1668013653521,3,"ThatOtherGuy",NA,"",0,0,NA
43,10,1,21.867310101528,3,"ThatOtherGuy",1,"",0,0,0
43,11,1,25.4235925731698,3,"ThatOtherGuy",1,"",0,1,0
43,2,0,22.9703439665532,3,"ThatOtherGuy",1,"Holiday",1,1,0
43,3,1,20.8638662743577,3,"ThatOtherGuy",0,"",0,0,1
43,4,1,18.0232961101837,3,"ThatOtherGuy",1,"",0,1,0
43,5,1,20.4349557973561,3,"ThatOtherGuy",1,"",0,0,0
43,6,1,16.2329549741557,3,"ThatOtherGuy",1,"",0,0,0
43,7,1,23.1313471284634,3,"ThatOtherGuy",1,"",0,0,0
43,8,1,17.3125797059331,3,"ThatOtherGuy",1,"",0,0,0
43,9,1,19.2793787984561,3,"ThatOtherGuy",1,"",0,1,0
142,1,1,19.2155551881281,4,"ThatGuy",NA,"",0,0,NA
142,10,0,21.898280620524,4,"ThatGuy",0,"",0,0,1
142,11,1,17.5486998031657,4,"ThatGuy",0,"",0,1,1
142,2,0,20.6826416131555,4,"ThatGuy",1,"Holiday",1,1,0
142,3,1,19.1720844523127,4,"ThatGuy",0,"",0,0,1
142,4,1,18.0577797047673,4,"ThatGuy",1,"",0,1,0
142,5,1,13.2321803807046,4,"ThatGuy",1,"",0,0,0
142,6,1,18.8920923331335,4,"ThatGuy",1,"",0,0,0
142,7,1,23.6381744500736,4,"ThatGuy",1,"",0,0,0
142,8,1,17.0795349094618,4,"ThatGuy",1,"",0,0,0
142,9,0,18.2763461941262,4,"ThatGuy",1,"",0,1,0
