"id","nearc4","ed76","age76","daded","momed","momdad14","sinmom14","step14","reg661","reg662","reg663","reg664","reg665","reg666","reg667","reg668","reg669","south66","work76","lwage76","black","smsa66r","wage76","kww","iq","marsta76"
752,1,16,31,9.94,10.25,1,0,0,0,0,0,1,0,0,0,0,0,0,1,6.83303173,0,1,928,42,120,1
753,1,12,24,9.94,10.25,1,0,0,0,0,0,1,0,0,0,0,0,0,1,5.70378247,0,1,300,36,NA,1
754,1,15,27,18,12,1,0,0,0,0,0,1,0,0,0,0,0,0,1,5.89989735,0,0,365,46,112,1
755,1,12,30,9.94,10.25,1,0,0,0,0,0,1,0,0,0,0,0,0,1,6.46925032,0,1,645,NA,97,1
756,1,12,26,10,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,1,NA,31,NA,6
757,1,14,31,13,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,1,NA,52,111,6
758,1,18,25,14,12,1,0,0,0,0,0,1,0,0,0,0,0,0,1,6.13556489,0,1,462,30,107,1
759,1,18,33,8,12,1,0,0,0,0,0,1,0,0,0,0,0,0,1,6.93342303,0,1,1026,41,117,1
760,1,12,24,12,12,1,0,0,0,0,0,1,0,0,0,0,0,0,1,6.26339826,0,1,525,34,NA,1
761,1,18,30,16,14,1,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,1,NA,39,117,1
762,1,18,29,16,16,1,0,0,0,0,0,1,0,0,0,0,0,0,1,5.92692603,0,1,375,41,125,6
763,1,18,34,18,16,1,0,0,0,0,0,1,0,0,0,0,0,0,1,7.33823815,0,1,1538,47,112,1
764,1,18,33,18,14,1,0,0,0,0,0,1,0,0,0,0,0,0,1,6.82762923,0,1,923,46,106,5
765,1,13,26,8,12,1,0,0,0,0,0,1,0,0,0,0,0,0,1,6.34212142,0,1,568,40,104,4
766,1,14,25,8,12,1,0,0,0,0,0,1,0,0,0,0,0,0,1,6.39692966,0,1,600,23,89,6
767,1,15,27,17,12,1,0,0,0,0,0,1,0,0,0,0,0,0,1,6.58063914,0,1,721,38,116,1
768,1,17,24,18,12,1,0,0,0,0,0,1,0,0,0,0,0,0,1,7.01750614,0,1,1116,46,NA,6
769,1,14,26,12,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,1,NA,43,128,5
770,1,12,33,9.94,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,1,NA,41,102,1
771,1,14,27,9.94,8,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6.56807791,0,1,712,44,123,1
772,1,16,29,9.94,8,1,0,0,0,0,0,1,0,0,0,0,0,0,1,6.69456206,0,1,808,40,118,1
773,1,12,24,9,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,1,NA,30,106,1
774,1,11,27,8,12,1,0,0,0,0,0,1,0,0,0,0,0,0,1,6.82979374,0,1,925,31,106,1
775,1,12,33,7,10.25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,1,NA,40,110,1
776,1,9,25,9.94,10.25,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6.30991828,0,1,550,22,NA,4
777,1,12,26,9.94,10.25,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5.60211882,0,1,271,20,91,6
778,1,7,32,8,11,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.72503364,0,1,833,22,NA,1
779,1,12,30,7,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,7.09007684,0,1,1200,29,103,1
780,1,14,33,6,8,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.36475076,0,1,581,40,114,1
781,1,17,34,12,8,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.53087763,1,1,686,41,105,1
782,1,18,32,12,8,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.90775528,1,1,1000,34,84,1
783,1,13,24,9,8,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.28599809,1,1,537,31,NA,6
784,1,12,28,9.94,11,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6.5366916,1,1,690,32,89,1
785,1,12,28,12,16,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.2146081,0,1,500,36,81,6
786,1,16,25,17,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,1,NA,33,111,6
787,1,13,33,3,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.62007321,0,1,750,36,118,1
788,1,17,29,8,16,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.81673588,0,1,913,38,91,1
789,1,16,27,8,16,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,1,NA,47,126,6
790,1,15,24,8,16,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.39692966,0,1,600,19,NA,6
791,1,16,24,12,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.35784227,0,1,577,29,113,6
792,1,12,26,8,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.39859493,0,1,601,38,121,1
793,1,12,31,6,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.35784227,0,1,577,36,102,1
794,1,12,32,9.94,6,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.51767127,0,1,677,36,104,5
795,1,11,24,9,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,1,NA,29,NA,1
796,1,18,27,9,10,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.15909539,1,1,473,31,106,1
797,1,14,24,8,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,5.85793315,0,1,350,39,NA,1
798,1,15,32,9,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.42971948,0,1,620,45,108,1
799,1,16,24,12,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,5.9348942,0,1,378,41,108,6
800,1,16,25,16,13,1,0,0,0,0,1,0,0,0,0,0,0,0,1,5.49306144,0,1,243,51,121,6
801,1,12,26,7,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.62007321,0,1,750,NA,87,4
802,1,18,30,12,14,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.08904488,0,1,441,35,107,1
803,1,14,29,12,14,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.53378884,0,1,688,43,112,6
804,1,18,25,12,14,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.2166061,0,1,501,29,116,1
805,1,12,29,12,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,5.99146455,0,1,400,36,115,6
806,1,12,26,12,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.88857246,0,1,981,39,107,1
807,1,14,30,12,12,1,0,0,0,0,0,1,0,0,0,0,0,0,1,6.47543272,0,1,649,36,117,1
808,1,12,32,9.94,10.25,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6.43775165,0,1,625,36,110,1
809,1,16,28,12,11,1,0,0,0,0,0,1,0,0,0,0,0,0,1,6.56103067,1,0,707,35,97,1
810,1,12,29,11,12,1,0,0,0,0,0,1,0,0,0,0,0,0,1,6.94985646,0,1,1043,42,96,4
811,1,12,27,8,8,1,0,0,0,0,0,1,0,0,0,0,0,0,1,6.63463336,0,1,761,45,NA,1
812,1,14,25,15,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,1,NA,34,105,4
813,1,17,24,16,12,1,0,0,0,0,0,1,0,0,0,0,0,0,1,NA,0,1,63,22,NA,6
814,1,13,25,14,12,0,0,1,0,0,0,1,0,0,0,0,0,0,1,6.26149168,0,1,524,28,NA,1
815,1,13,27,6,6,1,0,0,0,0,0,1,0,0,0,0,0,0,1,6.35437004,1,1,575,34,91,1
816,1,14,26,9.94,6,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6.76272951,1,1,865,31,97,6
817,1,12,31,11,13,1,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,1,1,NA,43,91,5
818,1,12,28,12,8,1,0,0,0,0,0,1,0,0,0,0,0,0,1,6.56948142,1,1,713,38,90,1
819,1,16,27,7,8,1,0,0,0,0,0,1,0,0,0,0,0,0,1,6.51174533,0,1,673,NA,112,1
820,1,12,25,7,8,1,0,0,0,0,0,1,0,0,0,0,0,0,1,6.49526556,0,1,662,27,97,1
821,1,14,29,11,8,1,0,0,0,0,0,1,0,0,0,0,0,0,1,6.29710932,0,1,543,45,120,1
822,1,13,25,12,12,1,0,0,0,0,0,1,0,0,0,0,0,0,1,6.26339826,0,1,525,40,109,6
823,1,12,28,9.94,8,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6.46146818,0,1,640,36,NA,1
824,1,12,26,9.94,8,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5.69373214,0,1,297,26,NA,6
825,1,8,33,9.94,10.25,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6.85329909,1,1,947,37,NA,5
826,1,12,34,8,9,1,0,0,0,0,0,1,0,0,0,0,0,0,1,6.2146081,1,1,500,40,99,1
827,1,13,25,5,7,1,0,0,0,0,0,1,0,0,0,0,0,0,1,6.42971948,1,1,620,43,NA,4
828,1,12,25,9.94,10,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5.62401751,1,1,277,31,NA,1
829,1,10,26,5,8,1,0,0,0,0,1,0,0,0,0,0,0,0,1,5.48063892,0,1,240,29,99,1
830,1,10,25,5,8,1,0,0,0,0,1,0,0,0,0,0,0,0,1,5.48063892,0,1,240,34,NA,6
831,1,12,33,9.94,10.25,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.13556489,0,1,462,32,85,1
832,1,12,27,9.94,11,0,1,0,0,0,1,0,0,0,0,0,0,0,1,6.00141488,1,1,404,32,97,6
833,1,12,25,9.94,11,0,1,0,0,0,1,0,0,0,0,0,0,0,1,6.10924758,1,1,450,40,95,1
834,1,12,24,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,5.52146092,1,1,250,28,NA,6
835,1,11,26,9.94,9,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.58892648,1,1,727,23,NA,4
836,1,12,24,9.94,9,0,1,0,0,0,1,0,0,0,0,0,0,0,1,6.50279005,1,1,667,30,NA,1
837,1,13,29,10,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,1,NA,31,NA,6
838,1,12,28,9.94,6,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.86901445,1,1,962,31,80,4
839,1,18,29,9.94,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,1,NA,49,112,6
840,1,14,27,9.94,8,0,1,0,0,0,1,0,0,0,0,0,0,0,1,6.62007321,0,1,750,44,126,6
841,1,14,25,8,8,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.50279005,0,1,667,20,NA,6
842,1,17,34,8,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.53958596,0,1,692,49,109,1
843,1,12,25,6,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.14203741,1,1,465,21,NA,1
844,1,10,24,6,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,1,NA,26,NA,6
845,1,12,30,9.94,10.25,0,1,0,0,0,1,0,0,0,0,0,0,0,1,6.46302946,1,1,641,38,NA,5
846,1,11,29,9.94,11,0,1,0,0,0,1,0,0,0,0,0,0,0,1,6.56526497,1,1,710,22,86,1
847,1,11,24,9.94,11,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,1,NA,33,NA,1
848,1,13,25,9.94,10,0,1,0,0,0,1,0,0,0,0,0,0,0,1,6.05208917,1,1,425,22,NA,6
849,1,12,27,12,12,0,0,1,0,0,1,0,0,0,0,0,0,0,1,6.72503364,0,1,833,46,112,1
850,1,12,26,12,12,0,0,1,0,0,1,0,0,0,0,0,0,0,1,5.73009978,0,1,308,41,98,1
851,1,16,29,12,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.43775165,0,1,625,48,119,4
852,1,16,32,13,16,1,0,0,0,0,1,0,0,0,0,0,0,0,1,7.27378632,0,1,1442,26,NA,1
853,1,15,26,11,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,1,NA,43,139,1
854,1,16,25,12,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.51174533,0,1,673,38,102,1
855,1,13,24,12,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,1,NA,32,NA,6
856,1,17,28,14,14,1,0,0,0,0,1,0,0,0,0,0,0,0,1,7.20489251,0,1,1346,46,NA,1
857,1,17,33,12,10,1,0,0,0,0,1,0,0,0,0,0,0,0,1,5.99146455,0,1,400,41,128,4
858,1,9,34,12,10.25,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.24997524,0,1,518,38,82,1
859,1,14,26,16,16,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.12249281,0,1,456,30,NA,1
860,1,17,33,12,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.01371516,0,1,409,42,113,1
861,1,18,34,5,9,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.32614947,0,1,559,45,105,6
862,1,12,24,10,9,1,0,0,0,0,1,0,0,0,0,0,0,0,1,5.43807931,1,1,230,32,NA,1
863,1,17,27,18,18,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.93342303,0,1,1026,46,124,6
864,1,18,31,16,18,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,1,NA,49,125,6
865,1,12,27,13,13,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.98656646,0,1,1082,48,NA,1
866,1,14,24,13,13,1,0,0,0,0,1,0,0,0,0,0,0,0,1,7.09174212,0,1,1202,39,94,1
867,1,17,25,9.94,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,5.79605775,0,1,329,40,117,1
868,1,15,27,8,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,1,NA,39,124,1
869,1,18,27,14,14,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.17586727,0,1,481,39,116,6
870,1,18,24,14,10.25,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.51174533,0,1,673,33,NA,6
871,1,17,31,12,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,7.42833319,0,0,1683,41,NA,6
872,1,16,34,12,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,7.15617664,0,1,1282,40,112,1
873,1,12,24,12,14,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.35784227,0,1,577,23,NA,6
874,1,18,27,9,9,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.09582456,0,1,444,31,105,6
875,1,16,28,9.94,9,0,1,0,0,0,1,0,0,0,0,0,0,0,1,6.17586727,1,1,481,34,87,6
876,1,15,27,9.94,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,1,NA,30,100,6
877,1,12,24,16,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.14632926,1,1,467,NA,108,6
878,1,6,31,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.50428817,0,1,668,40,NA,1
879,1,15,27,12,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,5.65599181,0,1,286,36,89,1
880,1,18,33,12,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.35784227,0,1,577,NA,119,1
881,1,14,29,12,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.58063914,0,1,721,34,97,1
882,1,12,25,6,8,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.13556489,0,1,462,28,89,1
883,1,15,25,12,10,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.62007321,0,1,750,28,NA,1
884,1,12,24,6,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,5.29831737,0,1,200,39,131,6
885,1,15,27,5,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,1,NA,32,122,1
886,1,15,24,14,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,1,NA,34,110,5
887,1,12,27,12,10,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.47697236,0,1,650,26,NA,1
888,1,18,28,12,11,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6.17586727,0,1,481,30,NA,6
889,1,11,24,9,10.25,0,1,0,0,0,1,0,0,0,0,0,0,0,1,6.39692966,0,1,600,38,NA,1
890,1,11,29,9.94,10.25,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,1,NA,31,81,5
891,1,8,25,9.94,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,1,NA,32,NA,1
892,1,16,28,16,16,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.64509097,0,1,769,35,85,1
893,1,17,27,16,16,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.65286303,0,1,775,26,132,1
894,1,16,24,16,16,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.46302946,0,1,641,28,114,1
895,1,14,33,14,10,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.96129605,0,1,1055,35,98,1
896,1,16,31,14,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.51619308,0,1,676,44,110,6
897,1,12,28,9.94,10.25,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6.53813982,0,1,691,41,124,6
898,1,17,30,14,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.86901445,0,1,962,41,118,1
899,1,13,28,14,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,5.99146455,0,1,400,32,90,5
900,1,16,27,14,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.51174533,0,1,673,38,108,1
901,1,18,25,18,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,1,NA,29,117,6
902,1,15,29,9.94,11,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,1,NA,35,85,1
903,1,18,34,10,11,1,0,0,0,0,1,0,0,0,0,0,0,0,1,7.27378632,1,1,1442,42,112,1
904,1,12,25,11,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,1,NA,22,91,6
905,1,14,25,12,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,NA,0,1,NA,30,125,6
906,1,18,32,16,10,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.27098843,0,1,529,38,100,1
907,1,11,31,8,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,1,NA,28,91,5
908,1,14,27,9,11,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.55108034,1,1,700,21,84,1
909,1,8,34,9.94,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,6.51471269,1,1,675,36,NA,1
910,1,18,25,8,10,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.20253552,0,1,494,34,97,1
911,1,17,33,8,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,1,NA,47,97,6
912,1,12,24,12,8,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.2146081,0,1,500,26,113,1
913,1,13,28,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,1,NA,18,84,6
914,1,16,24,9.94,10.25,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.10924758,1,1,450,27,NA,6
915,1,13,25,9.94,8,0,1,0,0,0,1,0,0,0,0,0,0,0,1,6.39859493,1,1,601,27,NA,6
916,1,13,28,9,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.57507584,1,1,717,37,105,6
917,1,12,29,9,10,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.35437004,1,1,575,28,88,5
918,1,12,25,9,10,1,0,0,0,0,1,0,0,0,0,0,0,0,1,5.85793315,1,1,350,33,74,1
919,1,12,24,9,10,1,0,0,0,0,1,0,0,0,0,0,0,0,1,5.85793315,1,1,350,31,NA,6
920,1,16,29,12,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.46614472,0,1,643,46,115,1
921,1,15,24,10,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.51471269,0,1,675,30,NA,1
922,1,15,28,12,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.52062113,0,1,679,34,91,1
923,1,12,27,12,9,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.28039584,0,1,534,34,103,4
924,1,16,31,12,10,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.26149168,0,1,524,46,102,1
925,1,16,28,10,10,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.50279005,0,0,667,38,98,6
926,1,14,26,12,10.25,1,0,0,0,0,1,0,0,0,0,0,0,0,1,5.91350301,0,1,370,35,NA,1
927,1,15,26,12,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.48920493,0,1,658,47,NA,6
928,1,14,31,9,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,1,NA,33,89,1
929,1,12,34,9.94,10.25,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.55108034,1,1,700,39,NA,NA
930,1,18,27,9,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,5.73979291,0,1,311,33,82,6
931,1,9,33,9.94,9,0,1,0,0,0,1,0,0,0,0,0,0,0,1,6.73459166,0,1,841,44,NA,1
932,1,14,31,10,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.49223984,0,1,660,47,112,1
933,1,16,31,8,9,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.53958596,0,1,692,41,108,1
934,1,16,28,8,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,1,NA,42,108,6
935,1,15,28,9.94,7,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.35784227,0,1,577,37,90,1
936,1,17,26,9,12,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6.5581978,0,1,705,32,NA,6
937,1,16,27,5,8,1,0,0,0,0,1,0,0,0,0,0,0,0,1,5.6767538,0,1,292,38,111,1
938,1,13,26,8,11,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.62007321,0,1,750,24,96,1
939,1,16,34,12,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,7.27378632,0,1,1442,48,NA,1
940,1,16,33,16,16,1,0,0,0,0,1,0,0,0,0,0,0,0,1,7.09174212,0,1,1202,48,127,1
941,1,15,33,9.94,8,1,0,0,0,0,1,0,0,0,0,0,0,0,1,7.37963215,0,1,1603,47,97,1
942,1,14,33,18,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,1,NA,43,99,1
943,1,14,32,9.94,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.64509097,0,1,769,50,120,4
944,1,16,31,14,16,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.24027585,0,1,513,41,101,6
945,1,12,31,9.94,8,0,1,0,0,0,1,0,0,0,0,0,0,0,1,6.69084228,0,1,805,38,100,1
946,1,17,34,8,8,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.86901445,0,1,962,44,99,1
947,1,12,26,16,16,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,1,NA,NA,112,1
948,1,12,25,16,16,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.51471269,0,1,675,NA,104,1
949,1,13,24,8,8,1,0,0,0,0,1,0,0,0,0,0,0,0,1,5.98645201,0,1,398,NA,116,1
950,1,14,33,12,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.75110147,0,1,855,40,120,1
951,1,14,25,6,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,1,NA,46,99,1
952,1,11,25,9.94,9,0,1,0,0,0,1,0,0,0,0,0,0,0,1,6.54103,1,1,693,27,95,1
953,1,11,24,8,9,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.46302946,1,1,641,27,NA,5
954,1,13,27,10,8,1,0,0,0,0,1,0,0,0,0,0,0,0,1,5.84354442,1,1,345,34,99,1
955,1,12,27,9.94,10.25,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.32972091,1,1,561,24,68,5
956,1,12,24,9,11,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.52795792,1,1,684,21,NA,1
957,1,13,25,9,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,1,NA,33,78,6
958,1,16,29,16,16,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.15060277,0,1,469,49,122,1
959,1,16,26,12,12,0,0,1,0,0,1,0,0,0,0,0,0,0,1,5.70378247,0,1,300,37,106,6
960,1,18,25,12,9,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.51174533,0,1,673,37,101,1
961,1,16,24,12,9,1,0,0,0,0,1,0,0,0,0,0,0,0,1,5.95324333,0,1,385,29,NA,6
962,1,16,33,8,6,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.69456206,0,1,808,45,104,1
963,1,12,32,12,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,1,NA,NA,115,6
964,1,17,24,12,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.30627529,0,1,548,40,NA,6
965,1,16,26,12,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.2146081,0,1,500,38,NA,6
966,1,13,29,11,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.58892648,0,1,727,38,99,1
967,1,16,28,11,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.26149168,0,0,524,29,NA,1
968,1,11,24,9.94,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,1,NA,34,NA,6
969,1,15,24,2,8,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.10924758,1,1,450,36,NA,6
970,1,12,28,6,8,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.62671775,1,1,755,34,NA,1
971,1,12,24,11,10.25,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6.46146818,1,1,640,37,NA,1
972,1,12,24,10,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,5.74620319,1,1,313,30,NA,1
973,1,12,29,12,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,7.26192709,0,1,1425,37,101,1
974,1,12,28,11,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.63463336,0,1,761,23,110,6
975,1,12,26,11,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.39692966,0,1,600,35,94,1
976,1,16,32,12,15,1,0,0,0,0,1,0,0,0,0,0,0,0,1,7.01301579,0,1,1111,42,111,1
977,1,16,33,13,17,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.63725803,0,1,763,50,120,1
978,1,12,32,8,8,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.47697236,0,1,650,45,108,1
979,1,14,27,16,16,1,0,0,0,0,1,0,0,0,0,0,0,0,1,7.05185562,0,1,1155,39,111,1
980,1,12,24,9,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.39692966,0,1,600,25,NA,1
981,1,12,29,11,11,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.31896811,0,1,555,31,103,1
982,1,11,28,11,11,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.29710932,0,1,543,25,NA,1
983,1,11,25,11,11,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.30991828,0,1,550,31,NA,1
984,1,11,31,9.94,10.25,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6.68461173,0,1,800,39,97,1
985,1,11,26,10,11,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.90775528,0,1,1000,26,97,1
986,1,10,27,8,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,1,NA,34,107,1
987,1,12,31,13,11,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.76157277,0,1,864,36,106,1
